interaction_id,user_id,user_type,place_id,place_name,source,split,pref_quiet,pref_light,pref_low_crowd,pref_privacy,pref_outlet,pref_distance,pref_thermal_air,pref_control,pref_comfort,pref_deepwork,general_place_type,general_task_type,general_social_mode,general_stay_duration,general_time_slot,general_distraction_noise,general_distraction_crowd,general_distraction_visual,general_distraction_temperature,general_distraction_outlet,general_distraction_distance,general_priority_quiet,general_priority_outlet,general_priority_distance,general_priority_comfort,general_priority_privacy,place_type,task_type,group_size,stay_duration,time_slot,day_type,distance_minutes,weather,indoor_outdoor,visit_frequency,place_quiet,place_light,place_low_crowd,place_low_visual_distraction,place_control,place_comfort,place_outlet,place_task_fit,place_temperature_air,place_seat_availability,quiet_match,light_match,crowd_match,privacy_match,outlet_match,thermal_air_match,control_match,comfort_match,deepwork_task_match,distance_penalty,task_place_fit_match,time_match,satisfaction_score,noise_mean_db,noise_std_db,noise_max_db,noise_p90_db,noise_spike_count,quiet_ratio,light_mean_lux,light_std_lux,light_min_lux,light_max_lux,light_range_lux,too_dark_ratio,too_bright_ratio,vibration_mean,vibration_std,vibration_max,vibration_p95,vibration_spike_count,stillness_ratio,measurement_duration_sec,sample_count,valid_sample_ratio,phone_movement_ratio,noise_level_norm,light_deviation_norm,vibration_level_norm,pref_quiet_x_noise,pref_quiet_x_noise_p90,pref_light_x_light_deviation,pref_comfort_x_vibration,pref_comfort_x_vibration_spike,sensor_quality_score,sensor_environment_score,sensor_penalty_total,sensor_adjustment,satisfaction_score_sensor_v2
I0038,U004,social_collaborative,P086,coworking_space_02,synthetic,valid,3,3,1,3,3,3,3,2,4,3,cafe,meeting,mostly_group,1_2h,morning,0,0,0,0,0,0,0,0,0,1,0,coworking_space,team_project,2,2_4h,morning,weekday,14.8,cloudy,indoor,often,3,4,4,4,5,3,4,4,4,4,9,12,4,12,12,12,10,12,0.8,5.6,12,1.0,56.1,42.82,4.62,54.73,49.92,3,0.653,463.7,50.3,416.3,559.3,142.9,0.098,0.091,0.05,0.0323,0.188,0.1041,4,0.518,629,606,0.963,0.017,1.419,0.693,1.372,4.257,4.973,2.08,5.488,8.0,96.03,76.62,4.14,-4.99,51.1
I0039,U004,social_collaborative,P036,study_room_18,synthetic,valid,3,3,1,3,3,3,3,2,4,3,cafe,meeting,mostly_group,1_2h,morning,0,0,0,0,0,0,0,0,0,1,0,study_room,team_project,2,2_4h,afternoon,weekday,6.0,clear,indoor,rarely,5,4,4,4,4,4,5,5,4,4,15,12,4,12,15,12,8,16,0.8,2.3,15,0.5,61.5,30.0,3.6,46.17,37.19,1,0.98,748.7,185.6,474.3,904.8,430.5,0.032,0.35,0.0408,0.0094,0.1735,0.0587,0,0.669,1642,1512,0.921,0.111,0.0,1.459,0.531,0.0,0.731,4.376,2.123,0.0,92.71,87.81,2.02,0.54,62.0
I0040,U004,social_collaborative,P070,classroom_08,synthetic,valid,3,3,1,3,3,3,3,2,4,3,cafe,meeting,mostly_group,1_2h,morning,0,0,0,0,0,0,0,0,0,1,0,classroom,team_project,5_plus,2_4h,afternoon,weekend,9.6,clear,indoor,often,3,4,3,2,3,2,3,4,2,3,9,12,3,6,9,6,6,8,0.8,3.6,12,0.5,68.0,42.24,3.5,58.97,47.06,0,0.755,502.9,127.0,415.3,735.8,320.5,0.077,0.053,0.0795,0.0272,0.2101,0.1108,5,0.106,1357,1203,0.887,0.193,1.078,0.608,1.497,3.234,4.019,1.824,5.986,10.0,87.09,78.1,4.28,-3.06,64.9
I0041,U005,quiet_deepwork,P085,coworking_space_01,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,coworking_space,coding,solo,1_2h,evening,weekday,4.8,cold,indoor,sometimes,3,5,2,3,4,3,4,4,4,3,12,20,8,12,16,20,12,12,3.6,1.8,16,1.0,64.2,49.01,3.07,59.18,53.49,1,0.456,602.1,39.9,572.9,695.4,122.5,0.02,0.195,0.0847,0.0357,0.1895,0.1447,6,0.031,1233,1171,0.95,0.043,1.844,0.529,2.124,7.375,8.217,2.115,8.495,12.0,95.77,71.1,6.03,-2.65,61.5
I0042,U005,quiet_deepwork,P002,library_02,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,library,light_reading,solo,over_4h,morning,weekday,6.2,rainy,indoor,sometimes,5,5,4,4,2,3,4,5,4,4,20,20,16,16,16,20,6,12,1.8,2.3,15,0.0,82.1,30.0,3.19,41.01,33.64,0,0.957,397.7,10.0,385.6,421.7,36.0,0.177,0.087,0.0601,0.0481,0.2921,0.1484,5,0.314,1495,1342,0.897,0.164,0.0,1.033,2.193,0.0,0.0,4.133,8.773,10.0,89.02,78.58,4.63,-2.23,79.9
I0043,U005,quiet_deepwork,P031,study_room_13,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,study_room,deep_study,solo,1_2h,morning,weekday,4.3,cloudy,indoor,rarely,5,4,4,4,4,4,4,4,5,4,20,16,16,16,16,25,12,16,4.0,1.6,16,0.0,80.3,30.0,4.32,37.73,32.0,0,0.98,594.9,78.3,514.4,695.6,181.2,0.009,0.154,0.0308,0.0183,0.1954,0.0502,0,0.811,1630,1579,0.969,0.009,0.0,0.515,0.374,0.0,0.0,2.061,1.497,0.0,99.29,95.24,1.0,1.63,81.9
I0044,U005,quiet_deepwork,P077,computer_lab_03,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,computer_lab,report_writing,solo,2_4h,evening,weekday,23.1,cold,indoor,sometimes,4,3,3,3,2,3,4,3,4,4,16,12,12,12,16,20,6,12,3.4,8.7,12,1.0,68.0,32.34,3.8,47.15,35.19,0,0.913,649.2,94.1,539.2,758.9,219.7,0.051,0.239,0.1018,0.057,0.2065,0.1783,6,0.012,1491,1420,0.953,0.044,0.0,0.886,2.746,0.0,0.082,3.544,10.984,12.0,96.69,77.8,4.72,-0.71,67.3
I0045,U005,quiet_deepwork,P011,library_11,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,library,coding,solo,over_4h,morning,weekday,10.6,clear,indoor,rarely,5,4,4,4,2,4,4,4,4,3,20,16,16,16,16,20,6,16,3.6,4.0,16,0.0,72.1,30.0,2.17,41.11,32.0,0,0.98,530.5,149.8,320.3,726.7,406.5,0.078,0.135,0.0759,0.0417,0.1833,0.1597,6,0.122,730,670,0.918,0.124,0.0,0.648,2.402,0.0,0.0,2.591,9.609,12.0,89.84,79.66,4.39,-0.42,71.7
I0046,U005,quiet_deepwork,P009,library_09,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,library,light_reading,2,1_2h,evening,weekday,3.5,clear,indoor,sometimes,4,4,3,4,2,4,4,5,4,4,16,16,12,16,16,20,6,16,1.8,1.3,15,1.0,70.1,32.12,2.84,43.9,33.64,1,0.959,621.5,83.4,540.4,809.7,269.3,0.011,0.214,0.0831,0.0411,0.1829,0.1394,3,0.086,822,781,0.95,0.053,0.0,0.687,2.026,0.0,0.0,2.747,8.105,6.0,94.57,84.14,3.36,-2.27,67.8
I0047,U005,quiet_deepwork,P070,classroom_08,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,classroom,deep_study,solo,2_4h,evening,weekday,14.2,clear,indoor,often,3,4,3,2,3,2,3,3,2,3,12,16,12,8,12,10,9,8,4.0,5.3,12,1.0,51.9,35.14,4.92,55.15,42.21,2,0.956,494.4,155.0,232.3,696.0,463.7,0.096,0.123,0.0739,0.034,0.2741,0.1451,7,0.184,867,792,0.913,0.123,0.501,0.811,2.131,2.003,3.203,3.242,8.524,14.0,89.76,75.24,5.29,-2.32,49.6
I0048,U005,quiet_deepwork,P008,library_08,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,library,light_reading,3_4,2_4h,evening,weekday,14.0,clear,indoor,sometimes,5,5,4,4,2,3,4,5,4,4,20,20,16,16,16,20,6,12,1.8,5.2,15,1.0,72.3,30.0,4.35,39.02,34.07,0,0.98,303.2,105.4,195.4,456.0,260.6,0.321,0.074,0.0618,0.0406,0.2662,0.1497,7,0.288,1677,1610,0.96,0.024,0.0,1.966,2.217,0.0,0.0,7.864,8.867,14.0,98.26,71.76,5.98,-4.23,68.1
I0049,U005,quiet_deepwork,P102,dorm_lounge_06,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,dorm_lounge,coding,solo,over_4h,afternoon,weekday,14.2,clear,indoor,sometimes,3,3,3,3,3,3,4,3,4,4,12,12,12,12,16,20,9,12,3.6,5.3,12,0.5,76.2,43.76,7.87,60.88,54.83,7,0.55,684.7,251.5,445.5,964.6,519.1,0.071,0.242,0.0977,0.0517,0.3161,0.1748,8,0.01,1203,1155,0.96,0.031,2.004,1.341,2.682,8.015,8.814,5.362,10.727,16.0,96.96,56.25,9.12,-6.48,69.7
I0050,U005,quiet_deepwork,P007,library_07,synthetic,valid,4,4,4,4,4,3,5,3,4,4,study_room,report_writing,mostly_solo,2_4h,evening,1,1,1,1,1,0,1,1,0,1,1,library,light_reading,solo,1_2h,evening,weekday,9.7,cold,indoor,often,5,4,3,4,3,3,4,5,4,4,20,16,12,16,16,20,9,12,1.8,3.6,15,1.0,72.9,30.0,2.44,43.06,34.08,0,0.98,537.5,48.4,478.9,595.0,116.2,0.005,0.116,0.062,0.051,0.2431,0.1747,6,0.281,1690,1494,0.884,0.173,0.0,0.286,2.68,0.0,0.0,1.144,10.72,12.0,88.02,80.14,4.35,-2.46,70.4
I0051,U006,convenience_oriented,P015,library_15,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,library,report_writing,solo,2_4h,afternoon,weekday,17.8,hot,indoor,sometimes,4,4,4,5,2,4,3,5,4,4,16,12,12,20,15,20,8,12,3.4,11.1,20,1.0,66.8,30.0,5.25,44.65,37.68,1,0.934,404.1,149.8,154.8,615.6,460.9,0.167,0.056,0.042,0.0213,0.1762,0.0819,2,0.673,1336,1151,0.861,0.25,0.0,1.228,0.962,0.0,1.19,3.684,2.886,3.0,83.47,81.77,3.37,-0.58,66.2
I0052,U006,convenience_oriented,P039,cafe_03,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,cafe,coding,solo,1_2h,early_morning,weekday,10.2,clear,indoor,often,3,4,2,3,2,4,3,4,4,4,12,12,6,12,15,20,8,12,3.6,6.4,16,0.0,51.1,36.83,6.84,55.87,43.15,2,0.863,670.2,267.0,274.3,945.2,670.9,0.038,0.201,0.1107,0.0879,0.3979,0.252,9,0.01,684,640,0.935,0.087,0.613,1.231,4.111,2.452,3.622,3.692,12.334,13.5,92.18,63.6,5.97,-5.08,46.0
I0053,U006,convenience_oriented,P041,cafe_05,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,cafe,deep_study,solo,under_1h,afternoon,weekend,9.6,clear,indoor,sometimes,2,4,2,3,2,4,4,2,4,3,8,12,6,12,20,20,8,12,4.0,6.0,8,1.0,42.9,49.24,9.95,70.83,60.32,5,0.391,557.3,295.8,249.6,1039.4,789.8,0.1,0.121,0.0807,0.0823,0.3083,0.2198,7,0.113,667,628,0.942,0.066,2.657,0.918,3.514,10.628,11.253,2.753,10.542,10.5,93.2,53.47,8.29,-8.53,34.4
I0054,U006,convenience_oriented,P070,classroom_08,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,classroom,deep_study,solo,over_4h,evening,weekday,12.6,rainy,indoor,first_time,3,4,3,2,3,2,3,3,2,3,12,12,9,8,15,10,12,6,4.0,7.9,12,0.5,59.9,35.95,5.43,50.17,41.71,2,0.953,353.1,48.9,296.4,465.4,169.1,0.242,0.045,0.0784,0.029,0.166,0.1312,8,0.03,1121,1043,0.93,0.09,0.441,1.396,1.874,1.764,2.98,4.187,5.623,12.0,92.68,72.64,4.49,-2.47,57.4
I0055,U006,convenience_oriented,P017,library_17,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,library,coding,solo,2_4h,evening,weekday,8.5,hot,indoor,first_time,5,4,4,5,3,3,4,3,5,4,20,12,12,20,20,25,12,9,3.6,5.3,12,0.5,57.8,30.0,1.63,41.2,32.0,0,0.98,374.0,103.6,205.7,527.5,321.8,0.23,0.005,0.0661,0.0336,0.2604,0.1224,6,0.209,1491,1373,0.921,0.117,0.0,1.324,1.71,0.0,0.0,3.972,5.131,9.0,92.2,78.86,3.36,-0.56,57.2
I0056,U006,convenience_oriented,P043,cafe_07,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,cafe,online_class,3_4,under_1h,afternoon,weekday,1.7,hot,indoor,sometimes,2,5,3,3,2,4,3,3,3,3,8,15,9,12,15,15,8,12,2.6,1.1,9,1.0,43.2,57.2,6.75,77.41,63.84,5,0.071,657.5,249.6,324.0,1011.6,687.6,0.0,0.251,0.0895,0.1015,0.3412,0.2525,10,0.01,1660,1496,0.901,0.16,3.076,1.161,4.121,12.306,12.819,3.482,12.364,15.0,89.89,42.5,10.28,-7.34,35.9
I0057,U006,convenience_oriented,P022,study_room_04,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,study_room,deep_study,2,1_2h,afternoon,weekday,13.6,clear,indoor,sometimes,4,5,3,4,5,3,4,5,4,4,16,15,9,16,20,20,20,9,4.0,8.5,20,1.0,69.3,30.0,4.34,46.08,34.33,0,0.946,613.3,81.0,535.7,755.4,219.7,0.018,0.141,0.0534,0.0337,0.2101,0.1051,3,0.44,999,942,0.943,0.059,0.0,0.578,1.391,0.0,0.0,1.735,4.173,4.5,94.22,87.95,1.92,0.03,69.3
I0058,U006,convenience_oriented,P102,dorm_lounge_06,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,dorm_lounge,team_project,3_4,1_2h,afternoon,weekday,14.0,cold,indoor,often,3,3,3,3,3,3,4,4,4,4,12,9,9,12,20,20,12,9,1.0,8.7,12,1.0,62.2,46.24,6.0,58.2,52.73,4,0.572,834.0,141.9,636.3,1011.7,375.3,0.0,0.458,0.1132,0.079,0.2977,0.2444,9,0.01,646,592,0.916,0.11,1.754,1.668,3.971,7.016,7.881,5.004,11.913,13.5,89.78,51.21,8.44,-9.73,52.5
I0059,U006,convenience_oriented,P042,cafe_06,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,cafe,light_reading,solo,1_2h,morning,weekday,13.0,clear,indoor,sometimes,3,4,2,3,2,4,3,4,4,3,12,12,6,12,15,20,8,12,1.8,8.1,12,0.5,56.7,47.89,6.72,67.21,53.67,3,0.512,748.5,351.5,416.0,1179.4,763.4,0.055,0.405,0.1077,0.0788,0.3417,0.2388,10,0.01,1443,1353,0.938,0.077,1.866,1.89,3.867,7.462,8.298,5.67,11.602,15.0,94.5,50.04,8.51,-7.09,49.6
I0060,U006,convenience_oriented,P060,home_06,synthetic,train,4,3,3,4,5,5,5,4,3,4,library,coding,mostly_solo,1_2h,afternoon,1,0,1,1,1,1,1,1,1,0,1,home,coding,solo,2_4h,evening,weekday,16.5,cloudy,indoor,sometimes,4,3,5,5,4,5,5,5,4,5,16,9,15,20,25,20,16,15,3.6,10.3,20,0.5,75.3,34.08,3.24,43.78,40.22,0,0.969,648.0,146.0,403.3,855.3,452.0,0.048,0.154,0.0339,0.0191,0.105,0.0714,4,0.653,1256,1187,0.945,0.063,0.265,0.88,0.766,1.059,2.321,2.64,2.298,6.0,95.03,86.32,2.22,0.04,75.3
I0061,U007,convenience_oriented,P100,dorm_lounge_04,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,dorm_lounge,report_writing,3_4,over_4h,afternoon,weekend,10.1,cloudy,indoor,often,3,4,2,3,3,4,3,3,4,4,9,16,6,12,12,12,9,16,2.6,6.3,9,0.5,42.3,50.81,7.05,67.06,58.64,6,0.232,509.3,55.0,417.2,618.7,201.5,0.071,0.058,0.0846,0.0238,0.1636,0.1378,4,0.155,746,665,0.891,0.182,2.457,0.436,1.996,7.371,7.88,1.746,7.984,8.0,86.23,63.51,6.74,-6.03,36.3
I0062,U007,convenience_oriented,P017,library_17,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,library,deep_study,solo,1_2h,late_night,weekday,9.6,clear,indoor,sometimes,5,4,4,5,3,3,4,5,5,4,15,16,12,20,16,15,9,12,3.0,6.0,15,0.5,70.9,30.0,2.72,37.44,32.29,1,0.955,411.0,118.3,332.8,683.8,351.1,0.197,0.104,0.0455,0.0244,0.1345,0.0754,1,0.606,762,736,0.965,0.022,0.0,1.234,0.84,0.0,0.0,4.937,3.361,2.0,96.54,87.09,2.68,0.05,71.0
I0063,U007,convenience_oriented,P115,outdoor_07,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,outdoor,coding,3_4,2_4h,afternoon,weekday,18.1,clear,outdoor,rarely,3,4,3,3,1,3,1,2,2,3,9,16,9,12,4,6,3,12,2.7,11.3,6,0.5,41.9,48.69,7.29,68.81,59.02,5,0.468,1119.6,373.7,808.8,1552.8,744.0,0.066,0.858,0.1359,0.09,0.4624,0.3041,12,0.01,1242,1149,0.925,0.107,2.502,3.298,5.0,7.506,8.006,13.194,20.0,20.0,92.16,30.49,13.58,-12.29,29.6
I0064,U007,convenience_oriented,P028,study_room_10,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,study_room,coding,2,over_4h,afternoon,weekday,23.1,rainy,indoor,sometimes,4,4,3,3,4,4,5,4,4,3,12,16,9,12,20,12,12,16,2.7,14.4,12,0.5,53.2,30.0,3.77,46.48,35.88,0,0.98,592.5,39.1,534.6,652.6,118.1,0.073,0.138,0.0551,0.04,0.1934,0.1206,4,0.417,1221,1075,0.881,0.202,0.0,0.505,1.677,0.0,0.293,2.021,6.709,8.0,85.99,83.6,3.66,-2.56,50.6
I0065,U007,convenience_oriented,P049,cafe_13,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,cafe,online_class,2,2_4h,morning,weekday,10.1,clear,indoor,often,3,4,2,3,3,3,2,3,4,2,9,16,6,12,8,12,9,12,2.0,6.3,9,0.0,52.3,43.92,6.94,61.52,50.98,4,0.656,654.3,324.9,296.5,951.0,654.5,0.042,0.254,0.1029,0.0797,0.2581,0.2373,9,0.01,1439,1348,0.937,0.081,1.545,1.368,3.839,4.635,5.326,5.471,15.357,18.0,94.35,56.22,8.62,-7.24,45.1
I0066,U007,convenience_oriented,P009,library_09,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,library,online_class,3_4,2_4h,afternoon,weekday,9.3,rainy,indoor,sometimes,4,4,3,4,2,4,4,2,4,4,12,16,9,16,16,12,6,16,2.0,5.8,6,0.5,65.8,36.2,4.88,49.45,45.22,2,0.878,451.8,106.0,377.5,581.8,204.3,0.091,0.11,0.0353,0.0151,0.1721,0.0422,1,0.754,1745,1609,0.922,0.112,0.859,0.869,0.226,2.577,3.405,3.477,0.906,2.0,93.06,87.69,2.31,-0.99,64.8
I0067,U007,convenience_oriented,P025,study_room_07,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,study_room,deep_study,3_4,1_2h,evening,weekday,1.0,clear,indoor,often,4,4,3,4,4,4,4,5,4,3,12,16,9,16,16,12,12,16,3.0,0.6,15,1.0,58.8,31.21,4.16,40.89,36.32,0,0.918,588.1,155.2,378.7,769.2,390.5,0.062,0.153,0.0478,0.003,0.0853,0.0434,0,0.569,1410,1372,0.973,0.0,0.0,0.725,0.248,0.0,0.439,2.899,0.993,0.0,99.33,94.35,1.19,0.52,59.3
I0068,U007,convenience_oriented,P017,library_17,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,library,deep_study,2,under_1h,evening,weekday,8.2,cold,indoor,first_time,5,4,4,5,3,3,4,5,5,4,15,16,12,20,16,15,9,12,3.0,5.1,15,1.0,71.1,30.0,3.46,44.71,33.41,1,0.883,427.6,81.3,299.7,521.7,222.0,0.119,0.021,0.056,0.0455,0.1491,0.1107,5,0.348,983,916,0.932,0.093,0.0,0.866,1.495,0.0,0.0,3.462,5.98,10.0,92.45,82.95,3.57,-1.83,69.3
I0069,U007,convenience_oriented,P007,library_07,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,library,report_writing,solo,2_4h,evening,weekday,9.7,cloudy,indoor,often,5,4,3,4,3,3,4,5,4,4,15,16,9,16,16,12,9,12,2.6,6.1,15,1.0,66.2,30.0,4.91,39.17,33.46,0,0.953,507.9,67.9,433.8,652.1,218.4,0.003,0.123,0.0512,0.0287,0.1534,0.1067,4,0.456,981,949,0.968,0.0,0.0,0.443,1.421,0.0,0.0,1.773,5.684,8.0,97.71,87.7,2.62,-1.15,65.0
I0070,U007,convenience_oriented,P058,home_04,synthetic,valid,3,4,3,4,4,5,3,3,4,3,home,light_reading,mixed,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,home,report_writing,solo,over_4h,early_morning,weekday,14.6,cloudy,indoor,sometimes,4,3,4,3,4,5,4,4,4,4,12,12,12,12,16,12,12,20,2.6,9.1,12,0.0,57.8,30.0,3.75,42.56,32.26,0,0.98,678.7,140.6,555.3,881.9,326.6,0.0,0.263,0.0221,0.003,0.1402,0.0284,0,0.838,798,699,0.876,0.21,0.0,1.02,0.0,0.0,0.0,4.08,0.0,0.0,84.31,89.87,2.35,-0.67,57.1
I0071,U008,comfort_oriented,P101,dorm_lounge_05,synthetic,test,5,3,3,4,4,4,5,4,4,4,classroom,coding,mostly_solo,1_2h,evening,1,0,1,1,1,1,1,1,1,1,1,dorm_lounge,report_writing,solo,over_4h,late_night,weekday,8.1,rainy,indoor,sometimes,3,4,2,2,3,4,4,4,4,3,15,12,6,8,16,20,12,16,3.4,4.0,16,0.5,67.9,45.09,6.56,63.1,53.47,5,0.485,503.7,27.6,482.7,548.3,65.7,0.032,0.072,0.0977,0.0541,0.2909,0.186,7,0.01,1077,1042,0.968,0.013,1.842,0.362,2.889,9.211,10.263,1.085,11.555,14.0,97.73,65.46,7.81,-2.79,65.1
I0072,U008,comfort_oriented,P062,home_08,synthetic,test,5,3,3,4,4,4,5,4,4,4,classroom,coding,mostly_solo,1_2h,evening,1,0,1,1,1,1,1,1,1,1,1,home,light_reading,solo,1_2h,afternoon,weekday,9.9,cold,indoor,rarely,4,3,4,4,4,5,5,4,4,5,20,9,12,16,20,20,16,20,1.8,4.9,12,0.5,73.9,30.0,2.7,42.46,33.09,0,0.923,637.9,137.9,421.4,871.3,449.9,0.037,0.202,0.0124,0.0055,0.0723,0.0212,0,0.929,1331,1130,0.849,0.271,0.0,0.875,0.0,0.0,0.0,2.624,0.0,0.0,81.84,89.7,2.16,-0.71,73.2
I0073,U008,comfort_oriented,P103,dorm_lounge_07,synthetic,test,5,3,3,4,4,4,5,4,4,4,classroom,coding,mostly_solo,1_2h,evening,1,0,1,1,1,1,1,1,1,1,1,dorm_lounge,light_reading,2,1_2h,evening,weekend,19.8,clear,indoor,often,3,4,3,3,4,4,5,4,3,3,15,12,9,12,20,15,16,16,1.8,9.9,12,1.0,65.1,47.15,5.83,58.21,53.33,3,0.459,513.8,202.4,359.4,921.4,562.0,0.083,0.121,0.0675,0.0234,0.157,0.1081,4,0.29,1086,985,0.907,0.147,1.825,0.806,1.446,9.127,10.185,2.419,5.785,8.0,89.3,71.37,6.39,-4.9,60.2
I0074,U008,comfort_oriented,P013,library_13,synthetic,test,5,3,3,4,4,4,5,4,4,4,classroom,coding,mostly_solo,1_2h,evening,1,0,1,1,1,1,1,1,1,1,1,library,online_class,solo,1_2h,evening,weekend,2.2,clear,indoor,rarely,5,4,4,4,3,3,5,4,4,4,25,12,12,16,20,20,12,12,2.6,1.1,12,1.0,74.8,30.0,2.64,45.52,32.62,1,0.94,439.2,166.2,220.5,622.5,401.9,0.154,0.076,0.0384,0.0114,0.0882,0.0537,1,0.724,1720,1455,0.846,0.285,0.0,1.099,0.44,0.0,0.0,3.298,1.759,2.0,82.27,85.05,3.09,-0.09,74.7
I0075,U008,comfort_oriented,P020,study_room_02,synthetic,test,5,3,3,4,4,4,5,4,4,4,classroom,coding,mostly_solo,1_2h,evening,1,0,1,1,1,1,1,1,1,1,1,study_room,report_writing,2,1_2h,evening,weekday,11.8,cloudy,indoor,sometimes,4,4,4,5,3,4,4,5,4,4,20,12,12,20,16,20,12,16,3.4,5.9,20,1.0,65.5,30.0,4.13,44.88,34.32,0,0.98,474.0,67.2,378.0,575.4,197.4,0.111,0.081,0.0491,0.0092,0.2062,0.0735,1,0.569,1630,1337,0.82,0.34,0.0,0.691,0.805,0.0,0.0,2.072,3.219,2.0,78.49,85.32,3.26,0.84,66.3
I0076,U008,comfort_oriented,P058,home_04,synthetic,test,5,3,3,4,4,4,5,4,4,4,classroom,coding,mostly_solo,1_2h,evening,1,0,1,1,1,1,1,1,1,1,1,home,online_class,solo,under_1h,evening,weekday,17.4,clear,indoor,sometimes,4,3,4,3,4,5,4,4,4,4,20,9,12,12,16,20,16,20,2.6,8.7,12,1.0,68.9,30.0,4.16,49.86,37.54,0,0.954,662.8,214.5,523.0,845.6,322.6,0.0,0.229,0.0385,0.0258,0.1746,0.0937,3,0.662,910,887,0.974,0.0,0.0,1.08,1.179,0.0,1.413,3.241,4.718,6.0,98.2,85.49,2.7,2.64,71.5
I0077,U008,comfort_oriented,P024,study_room_06,synthetic,test,5,3,3,4,4,4,5,4,4,4,classroom,coding,mostly_solo,1_2h,evening,1,0,1,1,1,1,1,1,1,1,1,study_room,online_class,solo,under_1h,evening,weekend,4.7,rainy,indoor,first_time,4,4,3,4,3,4,4,4,4,3,20,12,9,16,16,20,12,16,2.6,2.3,12,1.0,71.4,30.0,4.12,39.93,34.79,0,0.98,421.8,42.3,386.4,463.7,77.3,0.104,0.031,0.0811,0.0484,0.2292,0.1599,5,0.121,1738,1400,0.805,0.375,0.0,0.804,2.405,0.0,0.0,2.413,9.622,10.0,76.64,73.64,5.76,-3.09,68.3
